incident_number,season,alarm_type,repeat_count,time_of_day2,build_type,work_end,true_alarm,false_alarm,true_percentage,false_percentage
722188-05122012,Summer,6100,1,Office Hours,shopping_mall,Work_days,0,11,0,100
722193-05122012,Summer,1100,0,Office Hours,apartment,Work_days,0,31,0,100
722222-05122012,Summer,6110,0,Office Hours,hospital,Work_days,0,11,0,100
722229-05122012,Summer,1100,1,Office Hours,apartment,Work_days,0,4,0,100
722395-05122012,Summer,6100,0,Cooking-time,house,Work_days,0,31,0,100
722400-05122012,Summer,6990,2,Cooking-time,apartment,Work_days,0,8,0,100
722438-05122012,Summer,6100,0,Cooking-time,industry_facility,Work_days,0,19,0,100
722516-05122012,Summer,6900,5,Night-time,others,Work_days,0,1,0,100
722521-05122012,Summer,6990,2,Night-time,others,Work_days,0,21,0,100
722526-05122012,Summer,6100,1,Night-time,hospital,Work_days,0,47,0,100
722592-06122012,Summer,6900,6,Night-time,others,Work_days,0,1,0,100
722594-06122012,Summer,6100,2,Night-time,hospital,Work_days,0,8,0,100
722656-06122012,Summer,6900,7,Cooking-time,others,Work_days,0,1,0,100
722684-06122012,Summer,6900,8,Cooking-time,others,Work_days,0,2,0,100
722691-06122012,Summer,1100,0,Cooking-time,public_facility,Work_days,0,24,0,100
722735-06122012,Summer,6110,0,Cooking-time,office,Work_days,0,32,0,100
722948-06122012,Summer,6100,1,Cooking-time,public_facility,Work_days,0,20,0,100
722982-06122012,Summer,6990,3,Office Hours,apartment,Work_days,0,3,0,100
723411-07122012,Summer,6200,0,Night-time,school,Work_days,0,22,0,100
723431-07122012,Summer,1100,0,Night-time,school,Work_days,0,25,0,100
723447-07122012,Summer,6900,1,Night-time,hospital,Work_days,0,36,0,100
723574-07122012,Summer,6900,2,Cooking-time,hospital,Work_days,0,14,0,100
723596-07122012,Summer,6200,0,Cooking-time,house,Work_days,0,6,0,100
723610-07122012,Summer,7110,0,Office Hours,public_facility,Work_days,0,5,0,100
723620-07122012,Summer,1120,0,Office Hours,industry_facility,Work_days,0,3,0,100
723665-07122012,Summer,6100,0,Office Hours,tansport,Work_days,0,27,0,100
723854-07122012,Summer,6900,1,Office Hours,public_facility,Work_days,0,10,0,100
723857-07122012,Summer,6100,2,Office Hours,others,Work_days,0,6,0,100
724112-08122012,Summer,6110,0,Night-time,hospital,Week_ends,0,8,0,100
724133-08122012,Summer,6110,0,Night-time,others,Week_ends,0,22,0,100
724135-08122012,Summer,6200,0,Night-time,school,Week_ends,0,3,0,100
724162-08122012,Summer,6110,1,Night-time,others,Week_ends,0,7,0,100
724199-08122012,Summer,6200,1,Night-time,school,Week_ends,0,2,0,100
724236-08122012,Summer,6100,0,Night-time,rest_home,Week_ends,0,32,0,100
724300-08122012,Summer,1100,1,Cooking-time,others,Week_ends,0,10,0,100
724309-08122012,Summer,6200,0,Cooking-time,house,Week_ends,0,1,0,100
724438-08122012,Summer,6200,0,Cooking-time,hotel,Week_ends,0,11,0,100
724512-08122012,Summer,6200,1,Cooking-time,house,Week_ends,0,1,0,100
724558-08122012,Summer,1100,2,Cooking-time,others,Week_ends,0,2,0,100
724574-08122012,Summer,6100,2,Office Hours,hospital,Week_ends,0,5,0,100
724585-08122012,Summer,6100,0,Office Hours,house,Week_ends,0,4,0,100
724627-08122012,Summer,6100,1,Office Hours,apartment,Week_ends,0,7,0,100
724698-08122012,Summer,6110,0,Cooking-time,restaurant,Week_ends,0,1,0,100
724707-08122012,Summer,6200,1,Cooking-time,hospital,Week_ends,0,2,0,100
724713-08122012,Summer,6200,2,Cooking-time,hospital,Week_ends,0,1,0,100
724729-08122012,Summer,6990,2,Cooking-time,others,Week_ends,0,12,0,100
724758-08122012,Summer,6110,0,Cooking-time,school,Week_ends,0,26,0,100
724843-08122012,Summer,1100,0,Cooking-time,others,Week_ends,0,37,0,100
724859-08122012,Summer,6900,1,Cooking-time,apartment,Week_ends,0,13,0,100
724864-08122012,Summer,1100,1,Cooking-time,school,Week_ends,0,5,0,100
725036-09122012,Summer,1100,2,Night-time,school,Week_ends,0,2,0,100
725056-09122012,Summer,6900,1,Night-time,rest_home,Week_ends,0,10,0,100
725068-09122012,Summer,6100,1,Night-time,industry_facility,Week_ends,0,3,0,100
725081-09122012,Summer,6900,0,Cooking-time,restaurant,Week_ends,0,4,0,100
725084-09122012,Summer,6990,0,Cooking-time,industry_facility,Week_ends,0,21,0,100
725093-09122012,Summer,6100,1,Cooking-time,shopping_mall,Week_ends,0,9,0,100
725094-09122012,Summer,6100,2,Cooking-time,shopping_mall,Week_ends,0,1,0,100
725105-09122012,Summer,6900,1,Cooking-time,rest_home,Week_ends,0,14,0,100
725131-09122012,Summer,6100,2,Cooking-time,industry_facility,Week_ends,0,1,0,100
725154-09122012,Summer,6110,0,Office Hours,apartment,Week_ends,0,7,0,100
725168-09122012,Summer,6900,1,Office Hours,office,Week_ends,0,3,0,100
725256-09122012,Summer,6990,1,Cooking-time,hotel,Week_ends,0,19,0,100
725264-09122012,Summer,6100,1,Cooking-time,hospital,Week_ends,0,33,0,100
725283-09122012,Summer,6110,0,Cooking-time,public_facility,Week_ends,0,6,0,100
725330-09122012,Summer,6110,0,Cooking-time,hospital,Week_ends,0,8,0,100
725494-09122012,Summer,1100,0,Cooking-time,tansport,Week_ends,0,1,0,100
725547-09122012,Summer,1100,1,Cooking-time,shopping_mall,Week_ends,0,3,0,100
725606-09122012,Summer,6200,0,Cooking-time,office,Week_ends,0,9,0,100
725669-09122012,Summer,6110,0,Night-time,hotel,Week_ends,0,4,0,100
725712-10122012,Summer,6990,1,Night-time,hospital,Work_days,0,21,0,100
725753-10122012,Summer,6990,0,Night-time,industry_facility,Work_days,0,39,0,100
725796-10122012,Summer,6200,0,Night-time,office,Work_days,0,13,0,100
725799-10122012,Summer,6990,1,Night-time,others,Work_days,0,102,0,100
725863-10122012,Summer,1100,0,Office Hours,hotel,Work_days,0,7,0,100
725884-10122012,Summer,6900,1,Office Hours,shopping_mall,Work_days,0,12,0,100
725904-10122012,Summer,6100,1,Office Hours,school,Work_days,0,17,0,100
726210-10122012,Summer,6900,1,Cooking-time,public_facility,Work_days,0,21,0,100
726215-10122012,Summer,6900,1,Cooking-time,apartment,Work_days,0,42,0,100
726241-11122012,Summer,6110,0,Night-time,hotel,Work_days,0,8,0,100
726281-11122012,Summer,1900,0,Night-time,apartment,Work_days,0,8,0,100
726323-11122012,Summer,6900,0,Night-time,house,Work_days,0,24,0,100
726345-11122012,Summer,6990,0,Cooking-time,tansport,Work_days,0,19,0,100
726361-11122012,Summer,6100,1,Cooking-time,restaurant,Work_days,0,1,0,100
726616-11122012,Summer,1100,0,Office Hours,tansport,Work_days,0,4,0,100
726803-11122012,Summer,1100,0,Night-time,shopping_mall,Work_days,0,29,0,100
726831-11122012,Summer,6990,1,Night-time,apartment,Work_days,0,29,0,100
726894-12122012,Summer,6200,0,Night-time,hotel,Work_days,0,21,0,100
726937-12122012,Summer,6100,1,Night-time,tansport,Work_days,0,4,0,100
726994-12122012,Summer,1100,0,Cooking-time,industry_facility,Work_days,0,7,0,100
727247-12122012,Summer,6900,1,Office Hours,school,Work_days,0,26,0,100
727281-12122012,Summer,6100,1,Office Hours,rest_home,Work_days,0,9,0,100
727356-12122012,Summer,6100,1,Cooking-time,tansport,Work_days,0,5,0,100
727489-12122012,Summer,6990,1,Night-time,public_facility,Work_days,0,22,0,100
727504-13122012,Summer,1100,0,Night-time,hotel,Work_days,0,5,0,100
727547-13122012,Summer,6900,2,Night-time,others,Work_days,0,19,0,100
727583-13122012,Summer,6100,1,Night-time,shopping_mall,Work_days,0,15,0,100
727617-13122012,Summer,6110,1,Cooking-time,others,Work_days,0,16,0,100
727682-13122012,Summer,6100,0,Office Hours,house,Work_days,0,11,0,100
727797-13122012,Summer,6200,1,Cooking-time,school,Work_days,0,7,0,100
727867-13122012,Summer,1100,1,Cooking-time,school,Work_days,0,9,0,100
727896-13122012,Summer,1100,0,Cooking-time,rest_home,Work_days,0,13,0,100
727902-13122012,Summer,6100,1,Office Hours,apartment,Work_days,0,24,0,100
728070-13122012,Summer,6100,2,Cooking-time,others,Work_days,0,26,0,100
728105-13122012,Summer,6100,1,Cooking-time,apartment,Work_days,0,35,0,100
728207-13122012,Summer,1100,2,Night-time,school,Work_days,0,2,0,100
728283-14122012,Summer,6100,1,Night-time,school,Work_days,0,15,0,100
728298-14122012,Summer,6100,1,Night-time,office,Work_days,0,11,0,100
728325-14122012,Summer,1100,0,Night-time,tansport,Work_days,0,7,0,100
728327-14122012,Summer,6990,3,Night-time,others,Work_days,0,9,0,100
728334-14122012,Summer,6990,1,Cooking-time,rest_home,Work_days,0,27,0,100
728351-14122012,Summer,6990,2,Cooking-time,rest_home,Work_days,0,1,0,100
728429-14122012,Summer,6200,0,Cooking-time,tansport,Work_days,0,8,0,100
728480-14122012,Summer,6110,1,Office Hours,school,Work_days,0,22,0,100
728502-14122012,Summer,6900,1,Office Hours,apartment,Work_days,0,19,0,100
728521-14122012,Summer,1120,0,Cooking-time,hospital,Work_days,0,3,0,100
728595-14122012,Summer,6900,1,Cooking-time,shopping_mall,Work_days,0,20,0,100
728643-14122012,Summer,6110,0,Office Hours,shopping_mall,Work_days,0,3,0,100
728917-14122012,Summer,1100,0,Cooking-time,hospital,Work_days,0,7,0,100
728946-14122012,Summer,6200,0,Night-time,hospital,Work_days,0,11,0,100
728957-14122012,Summer,6200,1,Night-time,hospital,Work_days,0,4,0,100
728974-15122012,Summer,6200,0,Night-time,shopping_mall,Week_ends,0,12,0,100
729004-15122012,Summer,6200,2,Night-time,hospital,Week_ends,0,1,0,100
729036-15122012,Summer,6900,1,Night-time,shopping_mall,Week_ends,0,9,0,100
729061-15122012,Summer,6900,3,Night-time,others,Week_ends,0,2,0,100
729064-15122012,Summer,1100,0,Night-time,apartment,Week_ends,0,7,0,100
729065-15122012,Summer,6200,0,Night-time,public_facility,Week_ends,0,8,0,100
729086-15122012,Summer,6200,1,Night-time,public_facility,Week_ends,0,1,0,100
729126-15122012,Summer,6200,0,Cooking-time,school,Week_ends,0,10,0,100
729127-15122012,Summer,6110,0,Cooking-time,office,Week_ends,0,4,0,100
729188-15122012,Summer,6200,1,Cooking-time,school,Week_ends,0,3,0,100
729224-15122012,Summer,6900,0,Office Hours,office,Week_ends,0,24,0,100
729229-15122012,Summer,6990,2,Office Hours,others,Week_ends,0,6,0,100
729238-15122012,Summer,6110,1,Office Hours,others,Week_ends,0,2,0,100
729242-15122012,Summer,6900,1,Office Hours,hotel,Week_ends,0,6,0,100
729280-15122012,Summer,6900,1,Cooking-time,shopping_mall,Week_ends,0,6,0,100
729281-15122012,Summer,6200,1,Cooking-time,shopping_mall,Week_ends,0,3,0,100
729347-15122012,Summer,6200,1,Cooking-time,apartment,Week_ends,0,5,0,100
729367-15122012,Summer,6900,0,Office Hours,house,Week_ends,0,3,0,100
729411-15122012,Summer,6990,1,Office Hours,apartment,Week_ends,0,14,0,100
729424-15122012,Summer,6100,0,Office Hours,tansport,Week_ends,0,7,0,100
729427-15122012,Summer,6100,0,Office Hours,school,Week_ends,0,31,0,100
729436-15122012,Summer,6110,0,Office Hours,shopping_mall,Week_ends,0,2,0,100
729447-15122012,Summer,1100,0,Office Hours,public_facility,Week_ends,0,7,0,100
729448-15122012,Summer,6100,1,Office Hours,public_facility,Week_ends,0,4,0,100
729537-15122012,Summer,6990,1,Cooking-time,shopping_mall,Week_ends,0,17,0,100
729543-15122012,Summer,1100,1,Cooking-time,public_facility,Week_ends,0,3,0,100
729667-16122012,Summer,6900,2,Night-time,shopping_mall,Week_ends,0,3,0,100
729688-16122012,Summer,1100,0,Night-time,school,Week_ends,0,6,0,100
729762-16122012,Summer,6900,3,Night-time,shopping_mall,Week_ends,0,1,0,100
729785-16122012,Summer,6100,1,Cooking-time,rest_home,Week_ends,0,8,0,100
729921-16122012,Summer,6100,1,Cooking-time,hotel,Week_ends,0,8,0,100
729930-16122012,Summer,6110,0,Cooking-time,hotel,Week_ends,0,4,0,100
730174-16122012,Summer,6990,1,Office Hours,rest_home,Week_ends,0,3,0,100
730194-16122012,Summer,6200,1,Office Hours,others,Week_ends,0,1,0,100
730440-16122012,Summer,6990,2,Night-time,rest_home,Week_ends,0,3,0,100
730546-17122012,Summer,6900,1,Night-time,public_facility,Work_days,0,15,0,100
730552-17122012,Summer,6990,3,Night-time,rest_home,Work_days,0,1,0,100
730588-17122012,Summer,1100,2,Cooking-time,others,Work_days,0,6,0,100
730686-17122012,Summer,6110,0,Office Hours,industry_facility,Work_days,0,7,0,100
730773-17122012,Summer,6110,1,Cooking-time,school,Work_days,0,35,0,100
730988-17122012,Summer,1100,0,Cooking-time,office,Work_days,0,31,0,100
731032-17122012,Summer,6100,1,Cooking-time,hotel,Work_days,0,16,0,100
731063-17122012,Summer,1100,1,Cooking-time,others,Work_days,0,17,0,100
731243-18122012,Summer,7110,0,Cooking-time,public_facility,Work_days,0,12,0,100
731608-18122012,Summer,6990,1,Office Hours,public_facility,Work_days,0,16,0,100
731727-18122012,Summer,6900,0,Cooking-time,restaurant,Work_days,0,16,0,100
731965-19122012,Summer,6990,1,Night-time,rest_home,Work_days,0,21,0,100
731999-19122012,Summer,6990,2,Cooking-time,hotel,Work_days,0,7,0,100
732026-19122012,Summer,1100,1,Cooking-time,public_facility,Work_days,0,7,0,100
732049-19122012,Summer,1100,2,Cooking-time,public_facility,Work_days,0,1,0,100
732112-19122012,Summer,6110,2,Office Hours,others,Work_days,0,2,0,100
732234-19122012,Summer,6100,2,Cooking-time,hospital,Work_days,0,9,0,100
732385-19122012,Summer,6990,0,Office Hours,restaurant,Work_days,0,5,0,100
732427-19122012,Summer,1100,3,Office Hours,public_facility,Work_days,0,1,0,100
732434-19122012,Summer,1100,4,Office Hours,public_facility,Work_days,0,1,0,100
732621-19122012,Summer,6100,3,Cooking-time,hospital,Work_days,0,3,0,100
732681-19122012,Summer,6990,1,Night-time,house,Work_days,0,2,0,100
732686-19122012,Summer,6900,0,Night-time,tansport,Work_days,0,40,0,100
732716-19122012,Summer,6100,4,Night-time,hospital,Work_days,0,3,0,100
732719-20122012,Summer,1100,1,Night-time,shopping_mall,Work_days,0,6,0,100
732764-20122012,Summer,1100,5,Night-time,public_facility,Work_days,0,1,0,100
732806-20122012,Summer,6100,1,Night-time,apartment,Work_days,0,23,0,100
732820-20122012,Summer,6110,2,Night-time,school,Work_days,0,5,0,100
732873-20122012,Summer,6900,2,Cooking-time,school,Work_days,0,16,0,100
732887-20122012,Summer,6110,0,Cooking-time,rest_home,Work_days,0,2,0,100
732901-20122012,Summer,6100,1,Office Hours,industry_facility,Work_days,0,2,0,100
732979-20122012,Summer,1100,0,Office Hours,school,Work_days,0,24,0,100
733094-20122012,Summer,6110,3,Cooking-time,school,Work_days,0,3,0,100
733224-20122012,Summer,6900,1,Office Hours,office,Work_days,0,10,0,100
733273-20122012,Summer,6200,0,Office Hours,hospital,Work_days,0,9,0,100
733556-20122012,Summer,1100,2,Night-time,others,Work_days,0,5,0,100
733615-21122012,Summer,6200,1,Night-time,hotel,Work_days,0,4,0,100
733651-21122012,Summer,6110,4,Night-time,school,Work_days,0,1,0,100
733666-21122012,Summer,6110,5,Night-time,school,Work_days,0,1,0,100
733670-21122012,Summer,6200,0,Night-time,public_facility,Work_days,0,22,0,100
733749-21122012,Summer,6110,6,Cooking-time,school,Work_days,0,1,0,100
734218-21122012,Summer,6110,7,Cooking-time,school,Work_days,0,1,0,100
734355-22122012,Summer,1160,0,Night-time,office,Week_ends,0,1,0,100
734416-22122012,Summer,1100,3,Night-time,others,Week_ends,0,2,0,100
734462-22122012,Summer,6990,0,Night-time,rest_home,Week_ends,0,38,0,100
734488-22122012,Summer,6100,0,Cooking-time,house,Week_ends,0,4,0,100
734512-22122012,Summer,6110,1,Cooking-time,others,Week_ends,0,5,0,100
734547-22122012,Summer,6990,0,Office Hours,tansport,Week_ends,0,3,0,100
734591-22122012,Summer,6990,1,Cooking-time,apartment,Week_ends,0,25,0,100
734741-22122012,Summer,6900,1,Office Hours,tansport,Week_ends,0,3,0,100
735050-22122012,Summer,6120,0,Cooking-time,industry_facility,Week_ends,0,1,0,100
735051-22122012,Summer,1170,0,Cooking-time,industry_facility,Week_ends,0,1,0,100
735104-22122012,Summer,6990,1,Night-time,hotel,Week_ends,0,12,0,100
735121-22122012,Summer,1100,2,Night-time,others,Week_ends,0,1,0,100
735126-22122012,Summer,6110,0,Night-time,apartment,Week_ends,0,3,0,100
735165-23122012,Summer,6110,0,Night-time,office,Week_ends,0,2,0,100
735196-23122012,Summer,1900,0,Night-time,apartment,Week_ends,0,3,0,100
735383-23122012,Summer,6900,1,Office Hours,apartment,Week_ends,0,10,0,100
735385-23122012,Summer,6110,0,Office Hours,hospital,Week_ends,0,1,0,100
735408-23122012,Summer,1120,0,Office Hours,others,Week_ends,0,1,0,100
735528-23122012,Summer,0,0,Cooking-time,apartment,Week_ends,0,1,0,100
735632-23122012,Summer,6990,1,Cooking-time,rest_home,Week_ends,0,8,0,100
735703-23122012,Summer,6990,2,Cooking-time,rest_home,Week_ends,0,2,0,100
735819-23122012,Summer,7110,0,Office Hours,public_facility,Week_ends,0,2,0,100
735869-23122012,Summer,1120,1,Office Hours,others,Week_ends,0,1,0,100
736451-24122012,Summer,6990,1,Office Hours,hospital,Work_days,0,20,0,100
737428-25122012,Summer,6100,2,Night-time,shopping_mall,Work_days,0,2,0,100
737519-25122012,Summer,6900,1,Cooking-time,rest_home,Work_days,0,22,0,100
737571-25122012,Summer,6990,1,Office Hours,office,Work_days,0,22,0,100
737605-25122012,Summer,1100,1,Cooking-time,shopping_mall,Work_days,0,6,0,100
737924-25122012,Summer,6110,0,Night-time,industry_facility,Work_days,0,5,0,100
737925-25122012,Summer,6100,3,Night-time,shopping_mall,Work_days,0,2,0,100
737928-26122012,Summer,6990,2,Night-time,office,Work_days,0,4,0,100
738110-26122012,Summer,1100,2,Cooking-time,shopping_mall,Work_days,0,4,0,100
738112-26122012,Summer,0,0,Cooking-time,apartment,Work_days,0,1,0,100
738130-26122012,Summer,0,0,Cooking-time,house,Work_days,0,1,0,100
738183-26122012,Summer,6100,1,Office Hours,tansport,Work_days,0,5,0,100
738200-26122012,Summer,6100,4,Office Hours,shopping_mall,Work_days,0,1,0,100
738381-27122012,Summer,1100,1,Night-time,office,Work_days,0,5,0,100
738391-27122012,Summer,6100,5,Night-time,shopping_mall,Work_days,0,1,0,100
738432-27122012,Summer,6100,6,Night-time,shopping_mall,Work_days,0,1,0,100
738437-27122012,Summer,6110,1,Night-time,school,Work_days,0,12,0,100
738458-27122012,Summer,6990,2,Night-time,rest_home,Work_days,0,4,0,100
738513-27122012,Summer,1900,0,Cooking-time,public_facility,Work_days,0,1,0,100
738551-27122012,Summer,6110,2,Office Hours,school,Work_days,0,7,0,100
738598-27122012,Summer,1900,1,Cooking-time,public_facility,Work_days,0,1,0,100
738765-27122012,Summer,6100,7,Cooking-time,shopping_mall,Work_days,0,1,0,100
738964-28122012,Summer,1900,2,Night-time,public_facility,Work_days,0,1,0,100
738992-28122012,Summer,1100,1,Night-time,hotel,Work_days,0,2,0,100
738994-28122012,Summer,6100,1,Night-time,public_facility,Work_days,0,18,0,100
739340-28122012,Summer,6100,8,Office Hours,shopping_mall,Work_days,0,1,0,100
739767-29122012,Summer,6900,1,Night-time,school,Week_ends,0,12,0,100
739865-29122012,Summer,6200,0,Office Hours,school,Week_ends,0,5,0,100
739904-29122012,Summer,1100,0,Cooking-time,shopping_mall,Week_ends,0,17,0,100
739987-29122012,Summer,6200,1,Office Hours,office,Week_ends,0,1,0,100
740036-29122012,Summer,6900,2,Office Hours,school,Week_ends,0,2,0,100
740061-29122012,Summer,6200,0,Office Hours,hotel,Week_ends,0,8,0,100
740138-29122012,Summer,6900,3,Cooking-time,school,Week_ends,0,1,0,100
740302-30122012,Summer,6990,1,Night-time,school,Week_ends,0,7,0,100
740334-30122012,Summer,6990,1,Night-time,hospital,Week_ends,0,7,0,100
740438-30122012,Summer,6900,4,Office Hours,school,Week_ends,0,1,0,100
740502-30122012,Summer,6100,0,Cooking-time,tansport,Week_ends,0,19,0,100
740593-30122012,Summer,6990,2,Office Hours,apartment,Week_ends,0,4,0,100
740864-30122012,Summer,6900,5,Cooking-time,school,Week_ends,0,1,0,100
741260-31122012,Summer,6900,2,Office Hours,school,Work_days,0,6,0,100
741316-31122012,Summer,6110,0,Cooking-time,shopping_mall,Work_days,0,5,0,100
741547-31122012,Summer,6900,0,Office Hours,house,Work_days,0,7,0,100
742003-31122012,Summer,6900,1,Night-time,tansport,Work_days,0,8,0,100
000232-01012013,Summer,6900,2,Night-time,public_facility,Work_days,0,3,0,100
000241-01012013,Summer,6900,3,Night-time,public_facility,Work_days,0,1,0,100
000407-01012013,Summer,6100,1,Office Hours,public_facility,Work_days,0,13,0,100
000644-01012013,Summer,6100,2,Office Hours,apartment,Work_days,0,3,0,100
